CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
9214;0;Piazza S. Maria della Scala, 23;PIZZI NICOLFRANCO GIULIANO;7584491000;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.90151;12.46077;1
9215;0;Via Lorenzo il Magnifico, 60;SETTIMI ROBERTO;9427780581;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/05/2013;Ordinaria;1;41.91091;12.52881;1
9216;0;Via Gioberti, 79;ESQUILINO SNC-SCIARRA MARIA PIA;4377131000;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89867;12.50042;1
9217;0;Via E. Filiberto, 28/30;DE SANCTIS GIOVANNI;9154140587;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.92368;12.57115;1
9218;0;Piazza Barberini, 49;CERVINI TERESA;9472630582;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.90418;12.48878;1
9219;0;Via Gramsci, 1;DE ANGELIS AMALIA;8777490585;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.76065;12.70899;1
9220;0;Piazza Vittorio Emanuele, 116;CUZZOCREA ANTONINO;9539800582;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.89473;12.50252;1
9221;0;Via XX Settembre, 98/B;GIAMBENEDETTI ANTONIO;9598800580;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2015;-;Ordinaria;1;41.90296;12.49217;1
9222;0;Via XX Settembre, 95/a;ALTESI-SQUARCIA G & POMPEI E SNC;420620585;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90296;12.49217;1
9223;0;Via San Daniele del Friuli snc;ACQUALAGNA PATRIZIA;110391000;188;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9224;0;Piazza Vittorio Emanuele II, 46;LONGO MARIA E GIUSEPPE SNC;-;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/05/2015;Ordinaria;1;41.89515;12.5049;1
9225;0;Via Marmorata, 133/135;MARMORATA-DE ANGELIS M. & C. SNC;3709560589;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.88065;12.47783;1
9226;0;Via Giuseppe De Nava, 27;DAGUI' SILVESTRO;9667180583;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.95117;12.51822;1
9227;0;Piazza Crati, 27;CUTTANO ANNA MARIA;9669880586;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.92707;12.50998;1
9228;0;Via Livorno, 27/a;MARIANI NATALINO;1884050608;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2011;Ordinaria;1;41.91495;12.52301;1
9229;0;Via Bertoloni, 5;TRE MADONNE;12240221007;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/04/2013;-;Ordinaria;1;41.92368;12.57115;1
9230;0;Via Amba Aradam, 23 A;FARMACIA AMBA ARADAM Dr. Rizzuti Ludovico;2519850792;144;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.0987;11.79408;1
9231;0;Corso Trieste, 6-8-8a;GAUDIO GIORGIO;9740870580;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2014;Ordinaria;1;41.92346;12.51451;1
9232;0;Corso Trieste, 78;LENZI MICHELE;9858850580;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92346;12.51451;1
9233;0;Via S. Martino Battaglia, 10;INDIPENDENZA DOTT. ENRICO MATTIOLI;12634331008;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9054;12.50393;1
9234;0;Via del Tritone, 16;MORREALE MARCO;9823070587;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90315;12.48684;1
9235;0;Piazza Farnese, 42;GIORDANI PIERMARINO;9885280587;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89507;12.47121;1
9236;0;Viale del Vignola, 99/A/B/C;MANNELLA SAS;11961541007;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2012;-;Ordinaria;1;41.92596;12.46369;1
9237;0;Via Andrea Checci, 17/19;LATERANO;9914640587;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9238;0;Via Piemonte, 95;SANTA CHIARA DI COLANGELO GISELLA E ZELLI BARTOLOMEO SNC;5006251002;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.46095;12.66312;1
9239;0;Via Salaria, 84/86/88;ORMEA DEI DR.I MARIELLA E GIAN BATTISTA ORMEA SNC;7754091002;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.98817;12.51172;1
9240;0;Via Piramide Cestia, 19/b;EREDI POMPEI ROBERTO;10356250588;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.87869;12.48304;1
9241;0;Via del Pozzetto, 110;DEL POZZETTO SNC;5169181004;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90252;12.48213;1
9242;0;Via Tiburtina, 40;IOCULANO DI DOMENICO IOCULANO SAS;10147240583;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;31/12/2011;Ordinaria;1;41.92368;12.57115;1
9243;0;Via Franco Sacchetti, 93;MARZOLI FRANCESCA;10240180587;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2014;Ordinaria;1;41.94873;12.54504;1
9244;0;Via Gustavo Cacini, 59;TOTINO PATRIZIA E ROBERTO SNC;5195571004;125;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.787;12.39287;1
9245;0;Via Alessandria, 101;GIROTTI FILIPPO;10124950584;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9246;0;Largo Brancaccio, 65/67;TIOLI SNC DR.SSA FRANCA AITA E DOTT. ANDREA BABINI;-;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89492;12.49937;1
9247;0;Via Emilia, 47;ROPERTO RAFFAELE;10522240588;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90753;12.48861;1
9248;0;Via Nomentana, 939/R;CASINI ELENA;10628140583;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9249;0;Via Po, 37;DAMIANI SNC DI GIORGIO E ALESSANDRO DAMIANI;5652731000;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.91762;12.49947;1
9250;0;P.za Verbano, 14;CARANI MARIA TERESA;3844820583;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/06/2007;Ordinaria;1;41.92341;12.5074;1
9251;0;Viale Gorizia, 56/58;PARISI SNC DEI DOTTORI ALESSANDRO E SILVIA PARISI;5626951007;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.79745;12.60462;1
9252;0;Piazza Cardelli, 6/A;DELLA SCROFA DOTT. MARCO SERAFINO GUGLIELMO MARLETTA;9431860585;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/06/2007;Ordinaria;1;41.90278;12.47525;1
9253;0;Viale Adriatico, 107/109;STRACUZZI MARIA ANGELA;9901900580;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.97283;12.04397;1
9254;0;Via del Corso, 242;LUCCHETTI MARCELLO;602811002;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/07/2007;Ordinaria;1;41.89907;12.48121;1
9255;0;Corso Rinascimento, 50;SENATO;10772830583;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9256;0;Via dei Serpenti, 125;BARTOLESCHI MARIA;10648650587;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.89616;12.4902;1
9257;0;Viale XXI Aprile, 2e 2f;SANTA RITA;9779000588;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.92368;12.57115;1
9259;0;Corso Vittorio Emanuele, 174;LANGELI;5974361007;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.72039;12.71308;1
9260;0;Via Valdambrini, 89;COMUNALE SANTA MARINELLA;1142111002;58;58097;SANTA MARINELLA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;42.04484;11.87363;1
9261;0;Via XX Settembre, 47;MISITI SAS DEL DR. WALTER MISITI E C.;11532471007;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.90296;12.49217;1
9262;0;Piazza Barberini, 10;BARBERINI Dr.i Gangemi Antonio e Rosa Snc;6096301004;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2010;Ordinaria;1;41.90366;12.48882;1
9263;0;Via dei Mille, 27;CASTRO PRETORIO DI LANZETTA M. TERESA E CARMEN MARIA SNC;6187301004;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.77557;12.60906;1
9264;0;Via Merulana, 208;COLLE OPPIO SNC DR.I PAGANO MARIANO PAOLO E LUCA;6196171000;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.89676;12.49934;1
9265;0;-;EREDI MONTELLA MARIA;8452101002;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/05/2006;Ordinaria;1;41.91445;12.51446;1
9266;0;Piazza Filattiera, 6;MAMMARELLA ASSUNTA;12568881002;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.95816;12.51789;1
9267;0;Via Val Maira, 11/13/15;SANTA RITA DELLA DR.SSA MIGLIORINO RITA & C. SAS;6613421004;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.94412;12.51973;1
9268;0;Via Salaria, 288/a;SALARIA DR.SSA ANTONELLA CASTIELLO;6635581009;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.98817;12.51172;1
9269;0;Via Isole Curzolane, 31;PRATI FISCALI SAS DI LUIGI TANZI & C.;9527621008;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/02/2008;-;Ordinaria;1;41.92368;12.57115;1
9270;0;Via Principe Eugenio, 53 - 55;RUSSINO FRANCESCO;6677401009;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/06/2015;-;Ordinaria;1;41.89379;12.5082;1
9271;0;Via Nemorense, 182;S. EMERENZIANA DR. CAMISASCA DARIO;6689651005;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.72001;12.71963;1
9272;0;V.le Tirreno, 243;ALVINO DEI DR.I ANTONELLA ED ENRICO ALVINO SNC;6248531003;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.94584;12.5254;1
9273;0;Via Sant'Angela Merici, 69;MAZZANTINI ALESSANDRA;8289171004;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.92287;12.52574;1
9274;0;Piazza della Repubblica, 67;REPUBBLICA DI CRISTINA ED ILEANA BARLETTA SNC;9028921006;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2007;-;Ordinaria;1;41.90229;12.49562;1
9275;0;Largo Andrea Berardi, 1 - Ang. Via Petrocelli;CERILLI SAS DI ANDREA CERILLI;7122031003;173;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.92368;12.57115;1
9276;0;Via dello Statuto, 35 a;ALLO STATUTO DOTT. PUCCI PIERLUCIANO;7129071002;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89491;12.50131;1
9277;0;Via dei Castani, 168;SORBINI GUIDO;424990588;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2011;Ordinaria;1;41.88204;12.56668;1
9278;0;Via Nomentana, 25;GARESIO TERESA;450100581;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93181;12.52784;1
9279;0;Via G. Salvioli, 5;SETTIMI FEDERICO;8075691009;175;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2012;Ordinaria;1;41.86061;12.56683;1
9280;0;Via Tommaso Salvini, 47;ROTONDO GAETANO;892660580;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9292;12.49277;1
9281;0;Via Marco Papio, 35;MARCHETTI ALFREDO;547460584;175;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/06/2011;Ordinaria;1;41.86583;12.5514;1
9282;0;Via Ugento, 44;RUSSO ANGELA MARIA;1936500584;171;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.89065;12.57772;1
9283;0;Via Cesare Maccari, 312;SANSONI GERVASIO;861790582;125;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/04/2007;Ordinaria;1;41.77428;12.35762;1
9284;0;Via del Calice, 57;FORZA AMEDEO;168950582;178;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.83074;12.5648;1
9285;0;Via Casal Bianco ang. Via Settecamini;CAMERUCCI ALBERTO;110391000;131;58091;ROMA;SETTECAMINI;58;RM;ROMA;120;LAZIO;01/10/2010;31/12/2012;Ordinaria;1;41.94123;12.62461;1
9286;0;Via E. Giglioli, 69;FARMACIE SANASI GIGLIOLI SNC;11429981001;169;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2015;-;Ordinaria;1;41.86996;12.59819;1
9287;0;Via Fiuminata, 6/a;CAZZOLA ROBERTO;4556751008;156;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9288;0;Via Morrovalle, 10/16;S. BASILIO;8825451001;156;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/06/2006;-;Ordinaria;1;41.93644;12.58248;1
9289;0;Via Palmiro Togliatti, 1501/a;FATTORI GIUSEPPE;711930586;155;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.91293;12.57068;1
9290;0;Via Tuscolana, 1044/1046;REALDON ANNA MARIA;447870585;174;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.88284;12.51456;1
9291;0;Piazza dei Mirti, 1;FRATELLI MARCHETTI SNC;4356811002;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8811;12.56664;1
9292;0;Via Casilina , 1756;COPPOLA ANIELLO;924600588;133;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2011;31/10/2014;Ordinaria;1;41.74817;12.99181;1
9293;0;Via Diego Angeli, 176;FARGION VENTURA;761310580;159;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90755;12.55125;1
9294;0;Viale Palmiro togliatti 944;RUSSO LORETA;1936510583;171;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90997;12.57211;1
9295;0;Via dei Platani, 142;LOLLI GHETTI MARCO;-;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.88108;12.56757;1
9296;0;Via Bresadola, 19/21;CROCE EMILIO;8368890581;171;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9297;0;Via Aquaroni, 72;VELLANI RAFFAELLA;1099310581;133;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/03/2007;Ordinaria;1;41.90151;12.46077;1
9298;0;Piazza Giovanni Falcone, snc;COMUNALE LADISPOLI;-;55;58116;LADISPOLI;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.95433;12.09879;1
9299;0;Via Tor De' Schiavi, 188;VERSACE GAETANO;1107920587;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.87529;12.56471;1
9300;0;Via di Pietralata, 511;ZAFFIRI GIANFRANCO;867130585;158;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.91944;12.55169;1
9301;0;Via F. Delpino, 70;PACCHIAROTTI GIUSEPPE;1254840588;171;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9302;0;Piazza dei Consoli, 15;M.&T. FARMACIA DEI CONSOLI DI TORRICIANI MARIA PALMA E C. SAS;10395761009;175;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2009;-;Ordinaria;1;41.86163;12.55863;1
9303;0;Viale Palmiro Togliatti, 225/231;DIEGO BERNA & C. SNC;11979091003;175;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/05/2013;-;Ordinaria;1;41.90997;12.57211;1
9304;0;Via Flavio Stilicone, 255;MASTRACCI IDA;7649221004;175;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.85731;12.56431;1
9305;0;Via Angelo Viscogliosi, 42;LUCCIARINI SERGIO;4567141009;155;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.88175;12.59115;1
9306;0;Via dei Castani, 110;EREDI SANTORI ORNELLA;1383690581;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2007;Ordinaria;1;41.88204;12.56668;1
9307;0;Largo Beltramelli, 13 13/A;DEL LEONE SAS DI PONTECORVI ILARIA & C.;12524611006;157;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/06/2015;-;Ordinaria;1;41.92368;12.57115;1
9308;0;Via Monti Tiburtini, 600;BAIOCCO ELISABETTA;989031000;157;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2009;Ordinaria;1;41.92368;12.57115;1
9309;0;Via dei Castani, 310/312;ROTA GIOVANNI;2307660585;171;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.88204;12.56668;1
9310;0;Via Quinto Pedio, 20;POLLERA SAS DI POLLERA EVELINA;9645641003;175;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.92368;12.57115;1
9311;0;Via G. Chiovenda, 88;DOMINICI RENATO;3067520589;173;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.92368;12.57115;1
9312;0;Via Tor de Schiavi, 147-b/c;PATARINO DEL DOTT.  FRANCESCO PATARINO SAS;11495031004;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/05/2013;-;Ordinaria;1;41.88338;12.56297;1
9313;0;Viale Alessandrino, 539;ALESSANDRINO DEI DR.I P. BELLUSCIO E E. PERROTTA SNC;7707721002;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8826365;12.574853;1
9314;0;Via Tiburtina, 542;MANCINI GIULIANO;584860589;159;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.93305;12.59934;1
9315;0;Via Torrenova, 212 (ang. Via Teseo 1);INFRICCIOLI MARIA;1057861005;133;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2007;Ordinaria;1;41.92368;12.57115;1
9316;0;Via C. Ricotti, 42;MONTAGNA GIULIO CESARE;3445430584;159;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.91519;12.52007;1
9317;0;Via A. Baldissera, 1/c;DI STEFANO VITA;9740870580;159;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.8979;12.53596;1
9318;0;Via Stazione di Ciampino, 53;SCARNO' ENRICO;3663070583;40;58091;ROMA;MORENA;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2012;Ordinaria;1;41.92368;12.57115;1
9319;0;Via Castorano, 35;COMUNALE CASTEL GIUBILEO;-;138;58091;ROMA;CASTEL GIUBILEO;58;RM;ROMA;120;LAZIO;01/01/2005;31/08/2007;Ordinaria;1;41.98887;12.51082;1
9320;0;Via Tuscolana, 1258;SAGRIPANTI FRANCA;4970700581;174;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9321;0;via Nicandro, 6/a;LOALDI ROBERTO MARIA;5040810581;155;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9141;12.60665;1
9322;0;Via dei Pioppi, 5/c;PELAGALLI GAETANO;4001430588;172;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.48388;12.60534;1
9323;0;Via Mozart, 59;DI PALMA GIGLIOLA;5112200588;159;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.91264;12.56361;1
9324;0;Piazza S. Giovanni Bosco, 39/42;ANGELINI MARIANO;5140350587;175;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.92368;12.57115;1
9325;0;Via Gaspara Stampa, 71/73;COMUNALE N.2 CECCHINA;5903241007;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2007;-;Ordinaria;1;41.94668;12.55958;1
9326;0;Via Carlo Arturo Jemolo, 153 (Loc. La Torraccia);LA TORRACCIA SNC DI ORLANDI LUCIANA E CIDONIO GIOVANNA;8756111004;156;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/06/2006;28/02/2013;Ordinaria;1;41.94757;12.58653;1
9327;0;Via F. Verdinois, 36;M.&.T. FARMACIA DEI CONSOLI DI TORRICIANI MARIA PALMA & C. SAS;10395761009;159;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/08/2010;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9328;0;Via Casilina, 1914/c;BONANZINGA VITTORIA;9914640587;132;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2009;Ordinaria;1;41.85106;12.73178;1
9329;0;Via Massa di S. Giuliano, 260;GIORGI GIANFRANCO;349401000;10;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9037;12.69515;1
9330;0;Via S. Elpidio a Mare, 21;EMILIANI ANTONIO MARIA;7078810582;10;58091;ROMA;S VITTORINO GIARD.CORCOLLE;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9331;0;Viale Carlo Marx, 195;CELLI MARIA ELISA;7150710585;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;31/08/2012;Ordinaria;1;41.92368;12.57115;1
9332;0;Via Prataporci, 4;TACCONI MAURO;782421002;132;58091;ROMA;BORGATA FINOCCHIO;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8622;12.68507;1
9333;0;Via Annia Regilla, 202;IACOVELLI SALVATORE;7419770586;178;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.83998;12.54632;1
9334;0;Via Polia, 12-14;CIANCI GIUSEPPE;5040810581;178;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.83637;12.55794;1
9335;0;Via Pippo Tamburri, 2 a;MASCIOTTA AGOSTINO;7947770587;169;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.92368;12.57115;1
9336;0;Via delle Rondini, 64;MACALUSO PIETRO;3754821001;169;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.86716;12.59269;1
9337;0;Largo Spartaco, 9/10;CIANCARELLI MAURA;4970700581;174;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;30/09/2010;Ordinaria;1;41.92368;12.57115;1
9338;0;Via degli Armenti, 84;SCIPIONI MASSIMO;8093650581;155;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.92368;12.57115;1
9339;0;Via degli Albatri, 10;BARCELLONA ANTONELLO;8368890581;169;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.92368;12.57115;1
9340;0;Via Casilina, 1220;SQUARTI FABRIZIO;6613421004;133;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;31/12/2007;Ordinaria;1;41.92368;12.57115;1
9341;0;Via del Casale Agostinelli, 133/c 133/d;EREDI RICCIONI SAS;7985961007;43;58091;ROMA;Ciampino;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.92368;12.57115;1
9342;0;Via Passo Lombardo, 1;MASTROGIOVANNI MARIA ROSARIA;8643880589;133;58091;ROMA;VERMICINO;58;RM;ROMA;120;LAZIO;01/01/2005;28/02/2013;Ordinaria;1;41.92368;12.57115;1
9343;0;Viale Giulio Agricola, 96;ROSSI GUENDALINA;8727940580;174;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.85293;12.55859;1
9344;0;Via Villabate, 175;TERRERI GIANFRANCO;7020680588;133;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.86756;12.64739;1
9345;0;Via Tor Sapienza, 9/B;MARCHETTI MARIO;8939510585;155;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.90265;12.59029;1
